t,target,actual,velocity,voltage,temp,iq,torque,watchdog_fault,homing_phase
0.0,0.0,1.99,-10.0,23.8,25.0001,-2.0,-2.0,0,1
0.0,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.001,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.002,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.003,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.004,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.005,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.006,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.007,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.008,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.009,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.01,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.011,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.012,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.013,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.014,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.015,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.016,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.017,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.018,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.019,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.02,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.021,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.022,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.023,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.024,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.025,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.026,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.027,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.028,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.029,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.03,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.031,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.032,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.033,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.034,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.035,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.036,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.037,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.038,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.039,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.04,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.041,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.042,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.043,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.044,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.045,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.046,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.047,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.048,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.049,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.05,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.051,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.052,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.053,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.054,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.055,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.056,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.057,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.058,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.059,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.06,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.061,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.062,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.063,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.064,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.065,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.066,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.067,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.068,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.069,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.07,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.071,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.072,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.073,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.074,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.075,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.076,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.077,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.078,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.079,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.08,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.081,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.082,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.083,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.084,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.085,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.086,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.087,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.088,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.089,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.09,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.091,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.092,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.093,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.094,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.095,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.096,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.097,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.098,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.099,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.1,0.0,1.99,0.0,24.0,25.0001,0.0,0.0,0,0
0.101,0.0,1.98,-10.0,23.8,25.0002,-2.0,-2.0,0,0
0.102,0.0,1.976098,-3.901681,23.8,25.0003,2.0,2.0,0,0
0.103,0.0,1.963984,-12.114777,23.8,25.0004,-2.0,-2.0,0,0
0.104,0.0,1.957131,-6.85215,23.8,25.0005,2.0,2.0,0,0
0.105,0.0,1.94338,-13.751792,23.8,25.0006,-2.0,-2.0,0,0
0.106,0.0,1.934244,-9.136061,23.8,25.0007,2.0,2.0,0,0
0.107,0.0,1.919244,-15.0,23.8,25.0008,-2.0,-2.0,0,0
0.108,0.0,1.908366,-10.877521,23.8,25.0009,2.0,2.0,0,0
0.109,0.0,1.893366,-15.0,23.8,25.001,-2.0,-2.0,0,0
0.11,0.0,1.882488,-10.877521,23.8,25.0011,2.0,2.0,0,0
0.111,0.0,1.867488,-15.0,23.8,25.0012,-2.0,-2.0,0,0
0.112,0.0,1.856611,-10.877521,23.8,25.0013,2.0,2.0,0,0
0.113,0.0,1.841611,-15.0,23.8,25.0014,-2.0,-2.0,0,0
0.114,0.0,1.830733,-10.877521,23.8,25.0015,2.0,2.0,0,0
0.115,0.0,1.815733,-15.0,23.8,25.0016,-2.0,-2.0,0,0
0.116,0.0,1.804856,-10.877521,23.8,25.0017,2.0,2.0,0,0
0.117,0.0,1.789856,-15.0,23.8,25.0018,-2.0,-2.0,0,0
0.118,0.0,1.778978,-10.877521,23.8,25.0019,2.0,2.0,0,0
0.119,0.0,1.763978,-15.0,23.8,25.002,-2.0,-2.0,0,0
0.12,0.0,1.753101,-10.877521,23.8,25.0021,2.0,2.0,0,0
0.121,0.0,1.738101,-15.0,23.8,25.0022,-2.0,-2.0,0,0
0.122,0.0,1.727223,-10.877521,23.8,25.0023,2.0,2.0,0,0
0.123,0.0,1.712223,-15.0,23.8,25.0024,-2.0,-2.0,0,0
0.124,0.0,1.701346,-10.877521,23.8,25.0025,2.0,2.0,0,0
0.125,0.0,1.686346,-15.0,23.8,25.0026,-2.0,-2.0,0,0
0.126,0.0,1.675468,-10.877521,23.8,25.0027,2.0,2.0,0,0
0.127,0.0,1.660468,-15.0,23.8,25.0028,-2.0,-2.0,0,0
0.128,0.0,1.649591,-10.877521,23.8,25.0029,2.0,2.0,0,0
0.129,0.0,1.634591,-15.0,23.8,25.003,-2.0,-2.0,0,0
0.13,0.0,1.623713,-10.877521,23.8,25.0031,2.0,2.0,0,0
0.131,0.0,1.608713,-15.0,23.8,25.0032,-2.0,-2.0,0,0
0.132,0.0,1.597836,-10.877521,23.8,25.0033,2.0,2.0,0,0
0.133,0.0,1.582836,-15.0,23.8,25.0034,-2.0,-2.0,0,0
0.134,0.0,1.571958,-10.877521,23.8,25.0035,2.0,2.0,0,0
0.135,0.0,1.556958,-15.0,23.8,25.0036,-2.0,-2.0,0,0
0.136,0.0,1.546081,-10.877521,23.8,25.0037,2.0,2.0,0,0
0.137,0.0,1.531081,-15.0,23.8,25.0038,-2.0,-2.0,0,0
0.138,0.0,1.520203,-10.877521,23.8,25.0039,2.0,2.0,0,0
0.139,0.0,1.505203,-15.0,23.8,25.004,-2.0,-2.0,0,0
0.14,0.0,1.494326,-10.877521,23.8,25.0041,2.0,2.0,0,0
0.141,0.0,1.479326,-15.0,23.8,25.0042,-2.0,-2.0,0,0
0.142,0.0,1.468448,-10.877521,23.8,25.0043,2.0,2.0,0,0
0.143,0.0,1.453448,-15.0,23.8,25.0044,-2.0,-2.0,0,0
0.144,0.0,1.442571,-10.877521,23.8,25.0045,2.0,2.0,0,0
0.145,0.0,1.427571,-15.0,23.8,25.0046,-2.0,-2.0,0,0
0.146,0.0,1.416693,-10.877521,23.8,25.0047,2.0,2.0,0,0
0.147,0.0,1.401693,-15.0,23.8,25.0048,-2.0,-2.0,0,0
0.148,0.0,1.390816,-10.877521,23.8,25.0049,2.0,2.0,0,0
0.149,0.0,1.375816,-15.0,23.8,25.005,-2.0,-2.0,0,0
0.15,0.0,1.364938,-10.877521,23.8,25.0051,2.0,2.0,0,0
0.151,0.0,1.349938,-15.0,23.8,25.0052,-2.0,-2.0,0,0
0.152,0.0,1.339061,-10.877521,23.8,25.0053,2.0,2.0,0,0
0.153,0.0,1.324061,-15.0,23.8,25.0054,-2.0,-2.0,0,0
0.154,0.0,1.313183,-10.877521,23.8,25.0055,2.0,2.0,0,0
0.155,0.0,1.298183,-15.0,23.8,25.0056,-2.0,-2.0,0,0
0.156,0.0,1.287306,-10.877521,23.8,25.0057,2.0,2.0,0,0
0.157,0.0,1.272306,-15.0,23.8,25.0058,-2.0,-2.0,0,0
0.158,0.0,1.261428,-10.877521,23.8,25.0059,2.0,2.0,0,0
0.159,0.0,1.246428,-15.0,23.8,25.006,-2.0,-2.0,0,0
0.16,0.0,1.23555,-10.877521,23.8,25.0061,2.0,2.0,0,0
0.161,0.0,1.22055,-15.0,23.8,25.0062,-2.0,-2.0,0,0
0.162,0.0,1.209673,-10.877521,23.8,25.0063,2.0,2.0,0,0
0.163,0.0,1.194673,-15.0,23.8,25.0064,-2.0,-2.0,0,0
0.164,0.0,1.183795,-10.877521,23.8,25.0065,2.0,2.0,0,0
0.165,0.0,1.168795,-15.0,23.8,25.0066,-2.0,-2.0,0,0
0.166,0.0,1.157918,-10.877521,23.8,25.0067,2.0,2.0,0,0
0.167,0.0,1.142918,-15.0,23.8,25.0068,-2.0,-2.0,0,0
0.168,0.0,1.13204,-10.877521,23.8,25.0069,2.0,2.0,0,0
0.169,0.0,1.11704,-15.0,23.8,25.007,-2.0,-2.0,0,0
0.17,0.0,1.106163,-10.877521,23.8,25.0071,2.0,2.0,0,0
0.171,0.0,1.091163,-15.0,23.8,25.0072,-2.0,-2.0,0,0
0.172,0.0,1.080285,-10.877521,23.8,25.0073,2.0,2.0,0,0
0.173,0.0,1.065285,-15.0,23.8,25.0074,-2.0,-2.0,0,0
0.174,0.0,1.054408,-10.877521,23.8,25.0075,2.0,2.0,0,0
0.175,0.0,1.039408,-15.0,23.8,25.0076,-2.0,-2.0,0,0
0.176,0.0,1.02853,-10.877521,23.8,25.0077,2.0,2.0,0,0
0.177,0.0,1.01353,-15.0,23.8,25.0078,-2.0,-2.0,0,0
0.178,0.0,1.002653,-10.877521,23.8,25.0079,2.0,2.0,0,0
0.179,0.0,0.987653,-15.0,23.8,25.008,-2.0,-2.0,0,0
0.18,0.0,0.976775,-10.877521,23.8,25.0081,2.0,2.0,0,0
0.181,0.0,0.961775,-15.0,23.8,25.0082,-2.0,-2.0,0,0
0.182,0.0,0.950898,-10.877521,23.8,25.0083,2.0,2.0,0,0
0.183,0.0,0.935898,-15.0,23.8,25.0084,-2.0,-2.0,0,0
0.184,0.0,0.92502,-10.877521,23.8,25.0085,2.0,2.0,0,0
0.185,0.0,0.91002,-15.0,23.8,25.0086,-2.0,-2.0,0,0
0.186,0.0,0.899143,-10.877521,23.8,25.0087,2.0,2.0,0,0
0.187,0.0,0.884143,-15.0,23.8,25.0088,-2.0,-2.0,0,0
0.188,0.0,0.873265,-10.877521,23.8,25.0089,2.0,2.0,0,0
0.189,0.0,0.858265,-15.0,23.8,25.009,-2.0,-2.0,0,0
0.19,0.0,0.847388,-10.877521,23.8,25.0091,2.0,2.0,0,0
0.191,0.0,0.832388,-15.0,23.8,25.0092,-2.0,-2.0,0,0
0.192,0.0,0.82151,-10.877521,23.8,25.0093,2.0,2.0,0,0
0.193,0.0,0.80651,-15.0,23.8,25.0094,-2.0,-2.0,0,0
0.194,0.0,0.795633,-10.877521,23.8,25.0095,2.0,2.0,0,0
0.195,0.0,0.780633,-15.0,23.8,25.0096,-2.0,-2.0,0,0
0.196,0.0,0.769755,-10.877521,23.8,25.0097,2.0,2.0,0,0
0.197,0.0,0.754755,-15.0,23.8,25.0098,-2.0,-2.0,0,0
0.198,0.0,0.743878,-10.877521,23.8,25.0099,2.0,2.0,0,0
0.199,0.0,0.728878,-15.0,23.8,25.01,-2.0,-2.0,0,0
0.2,0.0,0.718,-10.877521,23.8,25.0101,2.0,2.0,0,0
0.201,0.0,0.703,-15.0,23.8,25.0102,-2.0,-2.0,0,0
0.202,0.0,0.692123,-10.877521,23.8,25.0103,2.0,2.0,0,0
0.203,0.0,0.677123,-15.0,23.8,25.0104,-2.0,-2.0,0,0
0.204,0.0,0.666245,-10.877521,23.8,25.0105,2.0,2.0,0,0
0.205,0.0,0.651245,-15.0,23.8,25.0106,-2.0,-2.0,0,0
0.206,0.0,0.640367,-10.877521,23.8,25.0107,2.0,2.0,0,0
0.207,0.0,0.625367,-15.0,23.8,25.0108,-2.0,-2.0,0,0
0.208,0.0,0.61449,-10.877521,23.8,25.0109,2.0,2.0,0,0
0.209,0.0,0.59949,-15.0,23.8,25.011,-2.0,-2.0,0,0
0.21,0.0,0.588612,-10.877521,23.8,25.0111,2.0,2.0,0,0
0.211,0.0,0.573612,-15.0,23.8,25.0112,-2.0,-2.0,0,0
0.212,0.0,0.562735,-10.877521,23.8,25.0113,2.0,2.0,0,0
0.213,0.0,0.547735,-15.0,23.8,25.0114,-2.0,-2.0,0,0
0.214,0.0,0.536857,-10.877521,23.8,25.0115,2.0,2.0,0,0
0.215,0.0,0.521857,-15.0,23.8,25.0116,-2.0,-2.0,0,0
0.216,0.0,0.51098,-10.877521,23.8,25.0117,2.0,2.0,0,0
0.217,0.0,0.49598,-15.0,23.8,25.0118,-2.0,-2.0,0,0
0.218,0.0,0.485102,-10.877521,23.8,25.0119,2.0,2.0,0,0
0.219,0.0,0.470102,-15.0,23.8,25.012,-2.0,-2.0,0,0
0.22,0.0,0.459225,-10.877521,23.8,25.0121,2.0,2.0,0,0
0.221,0.0,0.444225,-15.0,23.8,25.0122,-2.0,-2.0,0,0
0.222,0.0,0.433347,-10.877521,23.8,25.0123,2.0,2.0,0,0
0.223,0.0,0.418347,-15.0,23.8,25.0124,-2.0,-2.0,0,0
0.224,0.0,0.40747,-10.877521,23.8,25.0125,2.0,2.0,0,0
0.225,0.0,0.39247,-15.0,23.8,25.0126,-2.0,-2.0,0,0
0.226,0.0,0.381592,-10.877521,23.8,25.0127,2.0,2.0,0,0
0.227,0.0,0.366592,-15.0,23.8,25.0128,-2.0,-2.0,0,0
0.228,0.0,0.355715,-10.877521,23.8,25.0129,2.0,2.0,0,0
0.229,0.0,0.340715,-15.0,23.8,25.013,-2.0,-2.0,0,0
0.23,0.0,0.329837,-10.877521,23.8,25.0131,2.0,2.0,0,0
0.231,0.0,0.314837,-15.0,23.8,25.0132,-2.0,-2.0,0,0
0.232,0.0,0.30396,-10.877521,23.8,25.0133,2.0,2.0,0,0
0.233,0.0,0.28896,-15.0,23.8,25.0134,-2.0,-2.0,0,0
0.234,0.0,0.278082,-10.877521,23.8,25.0135,2.0,2.0,0,0
0.235,0.0,0.263082,-15.0,23.8,25.0136,-2.0,-2.0,0,0
0.236,0.0,0.252205,-10.877521,23.8,25.0137,2.0,2.0,0,0
0.237,0.0,0.237205,-15.0,23.8,25.0138,-2.0,-2.0,0,0
0.238,0.0,0.226327,-10.877521,23.8,25.0139,2.0,2.0,0,0
0.239,0.0,0.211327,-15.0,23.8,25.014,-2.0,-2.0,0,0
0.24,0.0,0.20045,-10.877521,23.8,25.0141,2.0,2.0,0,0
0.241,0.0,0.18545,-15.0,23.8,25.0142,-2.0,-2.0,0,0
0.242,0.0,0.174572,-10.877521,23.8,25.0143,2.0,2.0,0,0
0.243,0.0,0.159572,-15.0,23.8,25.0144,-2.0,-2.0,0,0
0.244,0.0,0.148695,-10.877521,23.8,25.0145,2.0,2.0,0,0
0.245,0.0,0.133695,-15.0,23.8,25.0146,-2.0,-2.0,0,0
0.246,0.0,0.122817,-10.877521,23.8,25.0147,2.0,2.0,0,0
0.247,0.0,0.107817,-15.0,23.8,25.0148,-2.0,-2.0,0,0
0.248,0.0,0.09694,-10.877521,23.8,25.0149,2.0,2.0,0,0
0.249,0.0,0.08194,-15.0,23.8,25.015,-2.0,-2.0,0,0
0.25,0.0,0.071062,-10.877521,23.8,25.0151,2.0,2.0,0,0
0.251,0.0,0.056062,-15.0,23.8,25.0152,-2.0,-2.0,0,0
0.252,0.0,0.045185,-10.877521,23.8,25.0153,2.0,2.0,0,0
0.253,0.0,0.030185,-15.0,23.8,25.0154,-2.0,-2.0,0,0
0.254,0.0,0.019307,-10.877521,23.8,25.0155,2.0,2.0,0,0
0.255,2.0,0.008751,-10.555583,24.0,25.0155,0.0,0.0,0,0
0.256,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.257,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.258,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.259,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.26,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.261,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.262,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.263,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.264,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.265,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.266,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.267,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.268,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.269,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.27,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.271,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.272,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.273,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.274,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.275,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.276,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.277,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.278,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.279,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.28,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.281,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.282,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.283,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.284,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.285,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.286,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.287,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.288,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.289,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.29,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.291,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.292,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.293,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.294,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.295,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.296,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.297,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.298,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.299,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.3,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.301,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.302,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.303,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.304,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.305,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.306,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.307,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.308,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.309,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.31,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.311,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.312,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.313,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.314,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.315,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.316,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.317,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.318,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.319,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.32,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.321,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.322,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.323,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.324,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.325,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.326,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.327,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.328,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.329,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.33,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.331,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.332,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.333,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.334,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.335,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.336,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.337,2.0,0.0,0.0,24.0,25.0155,0.0,0.0,0,0
0.338,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.339,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.34,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.341,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.342,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.343,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.344,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.345,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.346,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.347,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.348,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.349,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.35,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.351,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.352,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.353,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.354,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.355,2.0,0.0,0.0,24.0,25.0154,0.0,0.0,0,0
0.356,2.0,0.0,0.0,23.8,25.0155,-2.0,-2.0,0,0
0.357,2.0,0.01,10.0,23.8,25.0156,2.0,2.0,0,0
0.358,2.0,0.013902,3.901681,23.8,25.0157,-2.0,-2.0,0,0
0.359,2.0,0.026016,12.114777,23.8,25.0158,2.0,2.0,0,0
0.36,2.0,0.032869,6.85215,23.8,25.0159,-2.0,-2.0,0,0
